Grupos Doencas,Doencas
MeSH,Schoenlein-Henoch
MeSH,Scirrhous
MeSH,Sclema Neonatorum
MeSH,Scleroderma
MeSH,Scleromyxedema
MeSH,Scotoma
MeSH,Scrapie
MeSH,sebáceo
MeSH,seborréico
MeSH,Seborrheic
MeSH,secundários
MeSH,segmentar focal
MeSH,segundo primário
MeSH,seio
MeSH,sem reimupado
MeSH,Seminoma
MeSH,Sensibilidade à dentina
MeSH,Sensibilidade química múltipla
MeSH,sensorial
MeSH,separação
MeSH,Sepse
MeSH,Septicemia hemorrágica
MeSH,séptico
MeSH,Sequestro broncopulmonar
MeSH,Serosite
MeSH,seroso
MeSH,Sialometaplasia
MeSH,Sialorréia
MeSH,Sideroblástica
MeSH,Siderose
MeSH,Silicose
MeSH,Silicotuberculose
MeSH,simpatia
MeSH,Síndrome adrenogenital
MeSH,Síndrome alcoólica fetal
MeSH,Síndrome antifosfolipídica
MeSH,Síndrome apenas para células de Sertoli
MeSH,Síndrome Brugada
MeSH,Síndrome carcinóide maligna
MeSH,Síndrome coronariana aguda
MeSH,Síndrome curta-polidactilia
MeSH,Síndrome da Acrocalosa
MeSH,Síndrome da artéria espinhal anterior
MeSH,Síndrome da artéria mesentérica superior
MeSH,Síndrome da banda amniótica
MeSH,Síndrome da banda iliotibial
MeSH,Síndrome da barriga de ameixa
MeSH,Síndrome da Bloom
MeSH,Síndrome da Cimitarra
MeSH,Síndrome da cirurgia falhada nas costas
MeSH,Síndrome da Costela Cervical
MeSH,Síndrome da crista
MeSH,Síndrome da deficiência de leucócitos-adesão
MeSH,Síndrome da disfunção articular temporomandibular
MeSH,Síndrome da dor femoral da Patelo
MeSH,Síndrome da fadiga
MeSH,Síndrome da hiperostose adquirida
MeSH,Síndrome da hipoventilação da obesidade
MeSH,Síndrome da Imunodeficiência Adquirida
MeSH,Síndrome da imunodeficiência hiper-IGM
MeSH,Síndrome da lise tumoral
MeSH,Síndrome da mão alienígena
MeSH,Síndrome da necrose da retina
MeSH,Síndrome da pele escaldada estafilocócica
MeSH,Síndrome da pessoa rígida
MeSH,Síndrome da Polônia
MeSH,Síndrome da pós-poliomielite
MeSH,Síndrome da resistência ao hormônio da tireóide
MeSH,Síndrome da rubéola
MeSH,Síndrome da tríade para atletas
MeSH,Síndrome da veia cava alta
MeSH,Síndrome da vibração do braço manual
MeSH,Síndrome das pernas inquietas
MeSH,Síndrome de abstinência neonatal
MeSH,Síndrome de Adams-Stokes
MeSH,Síndrome de ADH inadequada
MeSH,Síndrome de adie
MeSH,Síndrome de Aicardi
MeSH,Síndrome de Alagille
MeSH,Síndrome de Alstrom
MeSH,Síndrome de Andersen
MeSH,Síndrome de Angelman
MeSH,Síndrome de Asperger
MeSH,Síndrome de aspiração do mecônio
MeSH,Síndrome de ativação de macrófagos
MeSH,Síndrome de Bardet-Bidl
MeSH,Síndrome de Beckwith-Wiedemann
MeSH,Síndrome de Behcet
MeSH,Síndrome de Bernard-Soulier
MeSH,Síndrome de Bloom
MeSH,Síndrome de Branchio-Oto-Renal
MeSH,Síndrome de Breakage Nijmegen
MeSH,Síndrome de Brown-sequard
MeSH,Síndrome de Cabelo Menkes Kinky
MeSH,Síndrome de Camurati-Engelmann
MeSH,Síndrome de Capgras
MeSH,Síndrome de Cartager
MeSH,Síndrome de Cartter
MeSH,Síndrome de Chiari-Frommel
MeSH,Síndrome de Churg-Strauss
MeSH,Síndrome de circulação fetal persistente
MeSH,Síndrome de clip-wrong
MeSH,Síndrome de Cockayne
MeSH,Síndrome de Cogan
MeSH,Síndrome de compressão torácica
MeSH,Síndrome de Creutzfeldt-Jakob
MeSH,Síndrome de Cri-Du-Chat
MeSH,Síndrome de Crigler-Najjar
MeSH,Síndrome de Dandy-Walker
MeSH,Síndrome de Deleção 11q Distal de Jacobsen
MeSH,Síndrome de Denys-Drash
MeSH,Síndrome de desconforto respiratório
MeSH,Síndrome de desperdício
MeSH,Síndrome de desperdício de HIV
MeSH,Síndrome de Digeorge
MeSH,Síndrome de Dragons Shy-Dragons
MeSH,Síndrome de Ehlers-Danlos
MeSH,Síndrome de Ellis-Van Creveld
MeSH,Síndrome de Eosinofilia-Myalgia
MeSH,Síndrome de esfoliação
MeSH,Síndrome de esmagamento
MeSH,Síndrome de Fanconi
MeSH,Síndrome de Felty
MeSH,Síndrome de Frasier
MeSH,Síndrome de Gardner
MeSH,Síndrome de Gerstmann
MeSH,Síndrome de Gitelman
MeSH,Síndrome de Goldenhar
MeSH,Síndrome de Hajdu-Cheney
MeSH,Síndrome de Hallermann
MeSH,Síndrome de Hamartoma
MeSH,Síndrome de Herman-Pudlak
MeSH,Síndrome de hiperestimulação ovariana
MeSH,Síndrome de histiócitos azuis do mar
MeSH,Síndrome de Horner
MeSH,Síndrome de Imunodeficiência Adquirida Felina
MeSH,Síndrome de imunodeficiência adquirida murina
MeSH,Síndrome de imunodeficiência adquirida Simian
MeSH,Síndrome de Insensibilidade Androgênica
MeSH,Síndrome de Isaacs
MeSH,Síndrome de Jervell-Long Nielsen
MeSH,Síndrome de Jet Lag
MeSH,Síndrome de Jó.
MeSH,Síndrome de Kallmann
MeSH,Síndrome de Kearns-Sayre
MeSH,Síndrome de Kleine-Levin
MeSH,Síndrome de klinefelter
MeSH,Síndrome de Klippel-Trenautay-Wher
MeSH,Síndrome de Kluver-Bucy
MeSH,Síndrome de Korsakoff
MeSH,Síndrome de Landau-Kleffner
MeSH,Síndrome de Lange
MeSH,Síndrome de Langer-Giedion
MeSH,Síndrome de Laron
MeSH,Síndrome de Laurence-Moon
MeSH,Síndrome de Lemierre
MeSH,Síndrome de Leopardo
MeSH,Síndrome de Leriche
MeSH,Síndrome de Lesch-Nyhan
MeSH,Síndrome de leucoencefalopatia posterior
MeSH,Síndrome de Li-Fraumeni
MeSH,Síndrome de Liddle
MeSH,Síndrome de linfonodo mucocutâneo
MeSH,Síndrome de Lipodistrofia associada ao HIV
MeSH,Síndrome de Lown-Gan-Levine
MeSH,Síndrome de Lundborg uniforme
MeSH,Síndrome de Lutembacher
MeSH,Síndrome de Mallory-Weiss
MeSH,Síndrome de Marfan
MeSH,Síndrome de Meige
MeSH,Síndrome de Meigs
MeSH,Síndrome de Melas
MeSH,Síndrome de Melkerssson-Rosenthal
MeSH,Síndrome de Merrf
MeSH,Síndrome de Miller Fisher
MeSH,Síndrome de mioclonia noturna
MeSH,Síndrome de Mirizzi
MeSH,Síndrome de Mobius
MeSH,Síndrome de Munchausen
MeSH,Síndrome de Nelson
MeSH,Síndrome de nevo de células basais
MeSH,Síndrome de Nevus displásica
MeSH,Síndrome de Nielsen de Jervell-Lange
MeSH,Síndrome de Noonan
MeSH,Síndrome de Oppsoclonus-Myoclonus
MeSH,Síndrome de Pallister-Hall
MeSH,Síndrome de Pancoast
MeSH,Síndrome de Patella da unha
MeSH,Síndrome de Peutz-Jeghers
MeSH,Síndrome de Pierre Robin
MeSH,Síndrome de plaquetas cinza
MeSH,Síndrome de Plummer-Vinson
MeSH,Síndrome de pós-quolecystectomia
MeSH,Síndrome de Postpericardiotomy
MeSH,Síndrome de Prader-Willi
MeSH,Síndrome de Proteus
MeSH,Síndrome de realização
MeSH,Síndrome de resposta inflamatória sistêmica
MeSH,Síndrome de retirada de substâncias
MeSH,Síndrome de retração de Duane
MeSH,Síndrome de Reye
MeSH,Síndrome de Rothmund-Thomson
MeSH,Síndrome de roubo coronariano-subclávia
MeSH,Síndrome de roubo subclávia
MeSH,Síndrome de Rubinstein-Taybi
MeSH,Síndrome de Schnitzler
MeSH,Síndrome de Sella vazia
MeSH,Síndrome de Seroton
MeSH,Síndrome de Silver-Russell
MeSH,síndrome de Sjogren
MeSH,Síndrome de Sjogren-Larsson
MeSH,Síndrome de Smith-Lemli-Opitz
MeSH,Síndrome de Smith-Magenis
MeSH,Síndrome de Sneddon
MeSH,Síndrome de Sturge-Weber
MeSH,Síndrome de Sunct
MeSH,Síndrome de Susac
MeSH,Síndrome de taquicardia ortostática postural
MeSH,Síndrome de Tietze
MeSH,Síndrome de Tourette
MeSH,Síndrome de unhas amarelas
MeSH,Síndrome de vazamento capilar
MeSH,Síndrome de Waardenburg
MeSH,Síndrome de Waterhouse-Friderichsen
MeSH,Síndrome de Werner
MeSH,Síndrome de Williams
MeSH,Síndrome de Wiskott-Aldrich
MeSH,Síndrome de Wissler
MeSH,Síndrome de Wolf-Hirschhorn
MeSH,Síndrome de Wolff-Parkinson-White
MeSH,Síndrome de Wolfram
MeSH,Síndrome de Zellweger
MeSH,Síndrome de Zollinger-Ellison
MeSH,Síndrome direita
MeSH,Síndrome do ACTH
MeSH,Síndrome do bebê abalado
MeSH,Síndrome do caixão-Lowry
MeSH,Síndrome do compartimento anterior
MeSH,Síndrome do coração esquerdo hipoplásico
MeSH,Síndrome do cordão central
MeSH,Síndrome do dedo do pé azul
MeSH,Síndrome do dedo do pé martelo
MeSH,Síndrome do dente rachado
MeSH,Síndrome do despejo
MeSH,Síndrome do edifício doente
MeSH,Síndrome do excesso mineralocorticóide
MeSH,Síndrome do Golfo Pérsico
MeSH,Síndrome do hepatorenal
MeSH,Síndrome do impacto do ombro
MeSH,Síndrome do intestino curto
MeSH,Síndrome do intestino irritável
MeSH,Síndrome do lobo médio
MeSH,Síndrome do loop aferente
MeSH,Síndrome do loop cego
MeSH,Síndrome do músculo piriforme
MeSH,Síndrome do nódulo sinusal
MeSH,Síndrome do pânico
MeSH,Síndrome do peito agudo
MeSH,Síndrome do QT longo
MeSH,Síndrome do túnel carpal
MeSH,Síndrome do túnel cubital
MeSH,Síndrome do túnel tarso
MeSH,Síndrome do ventrículo de fenda
MeSH,Síndrome do WAGR
MeSH,Síndrome doce
MeSH,Síndrome dos ovários policísticos
MeSH,Síndrome dos poemas
MeSH,Síndrome endotelial iridocorneal
MeSH,Síndrome Hellp
MeSH,Síndrome hemolítico-urêmica
MeSH,Síndrome hepatopulmonar
MeSH,Síndrome hipereosinofílica
MeSH,Síndrome inflamatória de reconstituição imune
MeSH,Síndrome linfoproliferativa autoimune
MeSH,Síndrome maligna neuroléptica
MeSH,Síndrome medular lateral
MeSH,Síndrome metabólica x
MeSH,Síndrome miastenica de Lambert-Eaton
MeSH,Síndrome neurológica de alta pressão
MeSH,Síndrome oculocerebrorenal
MeSH,Síndrome pós-flebita
MeSH,Síndrome pós-trombótica
MeSH,Síndrome pós-concussão
MeSH,Síndrome pré-menstrual
MeSH,Síndrome pulmonar de hantavírus
MeSH,Síndrome reprodutiva e respiratória porcina
MeSH,Síndrome respiratória aguda grave
MeSH,Síndrome Romano-Ward
MeSH,Síndrome uveomeningoencefalítica
MeSH,Síndrome X frágil
MeSH,Síndromes da apneia do sono
MeSH,Síndromes de compressão do nervo ulnar
MeSH,Síndromes de compressão nervosa
MeSH,Síndromes de deficiência imunológica
MeSH,Síndromes de doenças eutireóides
MeSH,Síndromes de dor miofascial
MeSH,Síndromes de má absorção
MeSH,Síndromes de neurotoxicidade
MeSH,Síndromes de pós-gastrectomia
MeSH,Síndromes de pré-excitação
MeSH,Síndromes de Tricotiodystrophy
MeSH,Síndromes de Usher
MeSH,Síndromes do arco aórtico
MeSH,Síndromes do compartimento
MeSH,Síndromes do olho seco
MeSH,Síndromes endócrinas paraneoplásicas
MeSH,Síndromes miostênicos
MeSH,Síndromes neoplásicas
MeSH,Síndromes neurocutâneas
MeSH,Síndromes orofaciodigitais
MeSH,Síndromes paraneoplásicas
MeSH,Síndromes periódicas associadas à criopirina
MeSH,Síndromes regionais complexas de dor
MeSH,Sinete Ring Cell
MeSH,Sinostose
MeSH,sinovial
MeSH,Sinusite esfenóide
MeSH,Sinusite etmóide
MeSH,Sinusite frontal
MeSH,Sinusite maxilar
MeSH,Siringoma
MeSH,Siringomielia
MeSH,sistema nervoso cavernoso
MeSH,sistema nervoso cavernoso e central
MeSH,sistólico
MeSH,Sites inversores
MeSH,Sobrecarga de ferro
MeSH,Somatostatinoma
MeSH,Sophil
MeSH,Soquete seco
MeSH,Soropositividade do HIV
MeSH,Sparganose
MeSH,Spina bifida cystica
MeSH,Sprue
MeSH,Spur de calcanhar
MeSH,St. Louis
MeSH,Steatorréia
MeSH,Strongiloidíase
MeSH,Stuma Ovarii
MeSH,subdural
MeSH,subependimal
MeSH,Subluxação da lente
MeSH,subterno
MeSH,subvalvular
MeSH,Sulfemoglobinemia
MeSH,Suor
MeSH,Superfície
MeSH,Superinfecção
MeSH,Supernutrição
MeSH,supranumerário
MeSH,supravalvular
MeSH,supraventricular
MeSH,Supuração
MeSH,Surdez
MeSH,Suscetibilidade à doença
MeSH,Synkinesis
MeSH,Tabes dorsalis
MeSH,Taeníase
MeSH,Takayasu Arterite
MeSH,Takotsubo Cardiomiopatia
MeSH,Tamponamento cardíaco
MeSH,Tauopatias
MeSH,tecido adiposo
MeSH,tecido conjuntivo e moles
MeSH,tecido fibroso
MeSH,tecido gonadal
MeSH,tecido muscular
MeSH,tecido nervoso
MeSH,tecido vascular
MeSH,Teileríase
MeSH,Telangiectasia
MeSH,Telangiectasia da retina
MeSH,Telangiectasis
MeSH,Tendinopatia
MeSH,Teratocarcinoma
MeSH,teratóides graves
MeSH,Teratoma
MeSH,Tetralogia de Fallot
MeSH,Tetrasomia
MeSH,Thecoma
MeSH,Thromboangiitis obliteranos
MeSH,TICs
MeSH,Tiflite
MeSH,Tifo
MeSH,Timoma
MeSH,Tinea
MeSH,Tinea favosa
MeSH,tipo 1
MeSH,tipo 1 tipo 1
MeSH,tipo 2
MeSH,tipo B tipo B
MeSH,tipo C tipo C
MeSH,Tireóide lingual
MeSH,tiro
MeSH,Tirosinemias
MeSH,tônica-clônica
MeSH,Toque
MeSH,torácico
MeSH,Torção espermática do cordão
MeSH,Torcicolo
MeSH,Toupeira hidatiforme
MeSH,Toxemia
MeSH,Toxicidade de drogas
MeSH,toxicodendron
MeSH,TOXICOSE
MeSH,Toxociaisismo
MeSH,Trabalho obstétrico
MeSH,Traço de células falciformes
MeSH,Transexualismo
MeSH,Transformação celular
MeSH,Transfusão Fetofetal
MeSH,Transfusão fetomaterna
MeSH,transitório
MeSH,Translocação
MeSH,transmissível
MeSH,transmitida por carrapatos
MeSH,transmitido por piolho epidêmico
MeSH,transportado de pulgas endêmicas
MeSH,Transporte tubular renal
MeSH,Transposição de grandes embarcações
MeSH,Transtorno afetivo sazonal
MeSH,Transtorno amnésico de álcool
MeSH,Transtorno autista
MeSH,Transtorno bipolar
MeSH,Transtorno ciclotímico
MeSH,Transtorno da personalidade compulsiva
MeSH,Transtorno da personalidade esquizóide
MeSH,Transtorno da personalidade esquizotípica
MeSH,Transtorno da personalidade histriônico
MeSH,Transtorno da personalidade paranóica
MeSH,Transtorno de apego reativo
MeSH,Transtorno de compulsão alimentar
MeSH,Transtorno de conduta
MeSH,Transtorno de personalidade antisocial
MeSH,Transtorno de personalidade dependente
MeSH,Transtorno de personalidade limítrofe
MeSH,Transtorno de personalidade múltipla
MeSH,Transtorno de personalidade passivo-agressivo
MeSH,Transtorno de uso do tabaco
MeSH,Transtorno depressivo
MeSH,Transtorno distímico
MeSH,Transtorno do comportamento do sono REM
MeSH,Transtorno do déficit de atenção com hiperatividade
MeSH,Transtorno do movimento estereotipado
MeSH,Transtorno paranóico compartilhado
MeSH,Transtornos de ansiedade
MeSH,Transtornos de Humor
MeSH,Transtornos do gosto
MeSH,transversal
MeSH,Transvestismo
MeSH,Traqueobronchomalacia
MeSH,Traqueobronchomegalia
MeSH,Traqueomalácia
MeSH,Trauma
MeSH,Trauma cerebrovascular
MeSH,Trauma craniocerebral
MeSH,Trauma múltiplo
MeSH,traumático
MeSH,traumáticos
MeSH,Tremor
MeSH,Triatriato cardíaco
MeSH,Tricelelose
MeSH,Trichomonas vaginite
MeSH,Tricíase
MeSH,Tricoestrongiloidíase
MeSH,Tricoestrongilose
MeSH,Tricotilomania
MeSH,Trigger Transtorno do dedo
MeSH,Trismus
MeSH,Trisomia
MeSH,trituradas
MeSH,Trombabilidade
MeSH,Trombastão
MeSH,Trombiculíase
MeSH,Trombocitemia
MeSH,Trombocitopenia
MeSH,trombocitopênico
MeSH,trombocitopênico trombótico
MeSH,Trombocitose
MeSH,Tromboembolismo
MeSH,Tromboembolismo venoso
MeSH,Trombose coronária
MeSH,Trombose da artéria carótida
MeSH,Trombose do seio cavernoso
MeSH,Trombose do seio lateral
MeSH,Trombose intracraniana
MeSH,Trombose sinusal
MeSH,Trombose sinusal sagital
MeSH,Trombose venosa
MeSH,Trombose venosa profunda da extremidade superior
MeSH,tropical
MeSH,Trunk arterial persistente
MeSH,Trypanossomíase
MeSH,tubal
MeSH,tuberculóide
MeSH,Tuberculoma
MeSH,tuberculosa
MeSH,Tuberculose extensivamente resistente a drogas
MeSH,Tuberculose latente
MeSH,tuberculoso
MeSH,tubular renal
MeSH,Tumor adenomatóide
MeSH,Tumor Brenner
MeSH,Tumor carcinóide
MeSH,Tumor carotídeo do corpo
MeSH,Tumor de célula redonda pequena e desmoplásica
MeSH,Tumor de células de Sertoli-Leydig
MeSH,Tumor de células gigantes de osso
MeSH,Tumor de células granulares
MeSH,Tumor de células granulosa
MeSH,Tumor de células Leydig
MeSH,Tumor de células Sertoli
MeSH,Tumor de Crugleberg
MeSH,Tumor de Glomus
MeSH,Tumor de Glomus tympanicum
MeSH,Tumor de Klatskin
MeSH,Tumor de Phyllodes
MeSH,Tumor de repouso adrenal
MeSH,Tumor do músculo liso
MeSH,Tumor Ehrlich
MeSH,Tumor endodérmico do seio
MeSH,Tumor fibroso solitário
MeSH,Tumor misto
MeSH,Tumor mucoepidermóide
MeSH,Tumor neuroectodérmico
MeSH,Tumor rabdóide
MeSH,Tumor Wilms
MeSH,Tumores de células gigantes
MeSH,Tumores estromais de cordão-cordão sexual
MeSH,Tumores estromais endometriais
MeSH,Tumores estromais gastrointestinais
MeSH,Tumores fibrosos solitários
MeSH,Tumores neuroectodérmicos
MeSH,Tumores neuroendócrinos
MeSH,Tumores odontogênicos
MeSH,Tumores veterinários
MeSH,Twambulism
MeSH,Ulcer Burui
MeSH,Úlcera da córnea
MeSH,Úlcera da perna
MeSH,Úlcera de pele
MeSH,Úlcera de pressão
MeSH,Úlcera estomacal
MeSH,Úlcera oral
MeSH,Úlcera para os pés
MeSH,Úlcera varicosa
MeSH,ulcerosa
MeSH,Ulna fraturas
MeSH,unilateral
MeSH,Uremia
MeSH,Ureterocele
MeSH,Ureterolitíase
MeSH,urogenital
MeSH,Urolitíase
MeSH,Urticária pigmentosa
MeSH,Uveíte
MeSH,Vaccinia
MeSH,Vaginismo
MeSH,Vaginite
MeSH,Vaginose
MeSH,varia
MeSH,variada
MeSH,varicela zoster
MeSH,Varicocele
MeSH,Varíola bovina
MeSH,Varizes esofágicas e gástricas
MeSH,Vasculite associada ao anticorpo citoplasmático anti-neutrófilos
MeSH,Vasculite da retina
MeSH,Vasculite de lúpus
MeSH,Vasculite sistêmica
MeSH,vasculogênica
MeSH,Vasoespasmo
MeSH,Vasoespasmo coronariano
MeSH,vasomotor
MeSH,Vasovagal
MeSH,Vazamento anastomótico
MeSH,Vazamento dental
MeSH,Veia de malformações de Galen
MeSH,ventricular
MeSH,ventricular direito
MeSH,ventricular esquerdo
MeSH,Ventriculite cerebral
MeSH,Ventrículo direito de saída dupla
MeSH,verrucoso
MeSH,Vertigem
MeSH,vesiculobuloso
MeSH,Vestibulite vulvar
MeSH,veterinário
MeSH,veterinários
MeSH,Vibração atrial
MeSH,vilonodular pigmentada
MeSH,viloso
MeSH,Vipoma
MeSH,Viremia
MeSH,Visão
MeSH,visceral
MeSH,VITREORETINOPATIA
MeSH,vivax
MeSH,versicolor
MeSH,Voltar para baixo
MeSH,Volvulus de estômago
MeSH,Volvulus intestinal
MeSH,Von Willebrand doenças
MeSH,Vulvar Lichen Sclerosus
MeSH,vulvovaginal
MeSH,Vulvovaginite
MeSH,Waldenstrom macroglobulinemia
MeSH,Walker
MeSH,Wernicke
MeSH,Xantogranuloma
MeSH,Xantogranuloma necrobiótico
MeSH,xantogranulomatosa
MeSH,Xantomatose
MeSH,Xeroderma pigmentoso
MeSH,Xeroftalmia
MeSH,Xerostomia
MeSH,xx
MeSH,XX Distúrbios do Desenvolvimento Sexual
MeSH,XY
MeSH,XY Distúrbios do desenvolvimento sexual
MeSH,Xyy cariótipo
MeSH,Yersinia Pseudotuberculosis infecções
MeSH,Yoshida
MeSH,Zenker diverticulum
MeSH,zona marginal
MeSH,Zoonoses
MeSH,Zoster Sine Herpete
Epilepsia,Afasia inicial (Qualifier da semiologia): Sim
Epilepsia,Afasia pos-ictal (Qualifier da semiologia): Não
Epilepsia,Aura Modificada: Cognitivas (Mnemonico)
Epilepsia,Aura: Cognitivas (Mnemonico)
Epilepsia,Detalhamento Aura: Olfatorias
Epilepsia,Detalhamento da Aura Modificada: Sensação na Cabeça
Epilepsia,ECOG Pós Ressecção: Completa máximo
Epilepsia,Extensão altRB do ECOG: 2 Giros
Epilepsia,Frequência crises generalizadas (mensal) 
Epilepsia,Generalização Secundária  (Qualifier da semiologia): Não
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Central
Epilepsia,Hipotese semiologica: Dado Não Relevante
Epilepsia,Hipotese semiologica: Rolandico sensitivo
Epilepsia,Histórico familiar de crises (primeiro grau): Sim
Epilepsia,Idade Atual
Epilepsia,Lado  (Qualifier da semiologia): Esquerdo
Epilepsia,Lado (Qualifier da Hipotese Semiológica): Dado Não Relevante
Epilepsia,Lado (Qualifier da Hipotese Semiológica): Direito
Epilepsia,Lado (Qualifier da Localização EEG Ictal): Dado Não Relevante
Epilepsia,Lado (Qualifier da Localização EEG Ictal): Direito
Epilepsia,Lado (Qualifier da Localização EEG interictal): Direito
Epilepsia,Latencia EEG da crise injetada (em segundos)
Epilepsia,Latencias Clínica da crise injetada (em segundos)
Epilepsia,Localização Conexão anatomica hiperperfusão: Parietal
Epilepsia,Localização da RNM Anormal: Quadrante anterior
Epilepsia,Localização ECOG: Temporal
Epilepsia,Localização EEG (Ictal): Lateral
Epilepsia,Localização EEG (interictal): Temporo-occipital
Epilepsia,Localização Máxima anatomica hiperperfusão: Quadrante anterior
Epilepsia,Máximo das descargas do ECOG: Difusa
Epilepsia,Modificações na Aura da Semiologia da Crise Injetada: Sim
Epilepsia,Modificações na Semiologia da Crise Injetada: Não
Epilepsia,Qualifier 3 da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Esquerdo
Epilepsia,Qualifier 3 da Localizacao Conexão anatomica hiperperfusão: Direito
Epilepsia,Qualifier 3 da Localização ECOG: Direito 
Epilepsia,Qualifier 3 da Localizacao Máxima anatomica hiperperfusão: Esquerdo
Epilepsia,Qualifier 4 da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Eloquente
Epilepsia,Qualifier 4 da Localização da RNM Anormal: Eloquente
Epilepsia,Qualifier 4 da Localização ECOG: Não eloquente
Epilepsia,Qualifier 4 daLocalizacao Conexão anatomica hiperperfusão: Não eloquente
Epilepsia,Qualifier 4 daLocalizacao Máxima anatomica hiperperfusão: Não eloquente
Epilepsia,Qualifier Anterior da Localização da RNM Anormal: Anterior
Epilepsia,Qualifier Dado Não Relevante da Localização da RNM Anormal: Mesobasal
Epilepsia,Qualifier Esquerdo da Localização da RNM Anormal: Esquerdo
Epilepsia,Qualifier Mesobasal da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Mesobasal
Epilepsia,Qualifier Mesobasal da Localizacao Conexão anatomica hiperperfusão: Mesobasal
Epilepsia,Qualifier Mesobasal da Localização ECOG: Lateral
Epilepsia,Qualifier Mesobasal da Localizacao Máxima anatomica hiperperfusão: Lateral
Epilepsia,Qualifier Posterior da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Anterior
Epilepsia,Qualifier Posterior da Localizacao Conexão anatomica hiperperfusão: Anterior
Epilepsia,Qualifier Posterior da Localização ECOG: Anterior
Epilepsia,Qualifier Posterior da Localizacao Máxima anatomica hiperperfusão: Posterior
Epilepsia,RNM: Anormal
Epilepsia,Semiologia Crise Injetada: Identica
Epilepsia,Semiologia Modificada: Generalizadas
Epilepsia,Semiologia: Automatismos
Epilepsia,Sexo: Masculino
Epilepsia,Tipo da RNM Anormal: Esclerose Hipocampal
Epilepsia,Detalhamento Aura: Confusão Consciente
Epilepsia,Detalhamento da Aura Modificada: Gustatorias
Epilepsia,Localização Conexão anatomica hiperperfusão: Frontal
Epilepsia,Aura: Cefálica
Epilepsia,Detalhamento Aura: Sensação na cabeça
Epilepsia,Detalhamento da Aura Modificada: Déjà vu
Epilepsia,Hipotese semiologica: Frontal pre-motor
Epilepsia,Localização EEG (interictal): Quadrante posterior
Epilepsia,Tipo da RNM Anormal: Displasia Cortical Focal
Epilepsia,Detalhamento Aura: Extremidades Bilateral
Epilepsia,Tipo da RNM Anormal: Atrofia focal
Epilepsia,Aura Modificada: Viscerais
Epilepsia,Detalhamento Aura: Gustatorias
Epilepsia,Detalhamento da Aura Modificada: Extremidades Unilateral
Epilepsia,Localização ECOG: Quadrante posterior
Epilepsia,Localização EEG (Ictal): Multifocal Bilateral
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Frontal
Epilepsia,Hipotese semiologica: Sem hipotese
Epilepsia,Localização da RNM Anormal: Dado Não Relevante
Epilepsia,Tipo da RNM Anormal: Tumores
Epilepsia,Detalhamento da Aura Modificada: Auditivas
Epilepsia,Localização EEG (Ictal): Quadrante Posterior
Epilepsia,Localização EEG (interictal): Lateral
Epilepsia,Localização EEG (Ictal): Polar
Epilepsia,Localização EEG (interictal): Parietal
Epilepsia,Detalhamento da Aura Modificada: Estranheza
Epilepsia,Localização EEG (Ictal): Dado Não Relevante
Epilepsia,Localização EEG (interictal): Generalizado
Epilepsia,Detalhamento da Aura Modificada: cutaneo-abdomino-toracicas
Epilepsia,Localização EEG (Ictal): Temporo-occipital
Epilepsia,Localização Máxima anatomica hiperperfusão: Central
Epilepsia,Detalhamento Aura: cutaneo-abdomino-toracicas
Epilepsia,Detalhamento da Aura Modificada: Descrição Textual
Epilepsia,Tipo da RNM Anormal: LVD (Lesão Vascular Destrutiva)
Epilepsia,Afasia inicial (Qualifier da semiologia): Não
Epilepsia,Aura Modificada: VAGO
Epilepsia,Aura: Outras
Epilepsia,Detalhamento da Aura Modificada: Dado Não Relevante
Epilepsia,Extensão altRB do ECOG: 3 Giros
Epilepsia,Generalização Secundária  (Qualifier da semiologia): SIm
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Occipital
Epilepsia,Hipotese semiologica: Temporal-mesial
Epilepsia,Histórico familiar de crises (primeiro grau): Não
Epilepsia,Localização Conexão anatomica hiperperfusão: Temporal
Epilepsia,Localização da RNM Anormal: Central
Epilepsia,Localização ECOG: Parietal
Epilepsia,Localização EEG (Ictal): Artefatos
Epilepsia,Localização EEG (interictal): Artefatos
Epilepsia,Localização Máxima anatomica hiperperfusão: Occipital
Epilepsia,Máximo das descargas do ECOG: 3 Giros
Epilepsia,Modificações na Semiologia da Crise Injetada: Sim
Epilepsia,Qualifier 3 da Localização ECOG: Esquerdo
Epilepsia,Qualifier 4 da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Não eloquente
Epilepsia,Qualifier 4 da Localização ECOG: Eloquente
Epilepsia,Qualifier 4 daLocalizacao Máxima anatomica hiperperfusão: Eloquente
Epilepsia,Qualifier Dado Não Relevante da Localização da RNM Anormal: Lateral
Epilepsia,Qualifier Esquerdo da Localização da RNM Anormal: Dado Não Relevante
Epilepsia,Qualifier Mesobasal da Localizacao Conexão anatomica hiperperfusão: Lateral
