tipo relacao,valor da correlacao,MeSH Disease Terms Concatanados,MeSH Disease Term Concatenados
n para 1,"0,11460427337694200",Leucemia; mielóide,Erupções liquenóides
n para 1,"0,1450598081818860",Neoplasias de mama; homem,Erupções liquenóides
n para 1,"0,12719367132145700",Trombocitemia; essencial,Erupções liquenóides
n para 1,"0,11380332687840400",Artrite; reumatóide,Esclerose
n para 1,"0,12382474821654500",Carcinoma; célula escamosa,Esclerose
n para 1,"0,14290703528126400",Carcinoma; célula renal,Esclerose
n para 1,"0,20549339020114900",Carcinoma; hepatocelular,Esclerose
n para 1,"0,10137505809067100",Carcinoma; pequena célula,Esclerose
n para 1,"0,15386794689022100",Doenças ósseas; Desenvolvimento,Esclerose
n para 1,"0,1268436523007850",Doenças ósseas; metabólicas,Esclerose
n para 1,"0,37735963933967500",Epilepsia; tônica-clônica,Esclerose
n para 1,"0,2434588169477180",Espondilite; anquilosing,Esclerose
n para 1,"0,1665340855245620",Leucemia; linfóide,Esclerose
n para 1,"0,1900254508067060",Linfoma; não-Hodgkin,Esclerose
n para 1,"0,11318022832515900",Metabolismo de aminoácidos; erros inatos,Esclerose
n para 1,"0,12426333517665400",Metabolismo; erros inatos,Esclerose
n para 1,"0,18602953480986800",Neoplasias; induzidas por radiação,Esclerose
n para 1,"0,19315671582883600",Neoplasias; segundo primário,Esclerose
n para 1,"0,13392491510221700",Recorrência da neoplasia; local,Esclerose
n para 1,"0,1847333848308410",Transtorno depressivo; Major,Esclerose
n para 1,"0,5925741041105580",Anormalidades; múltiplas,Esclerose cerebral difusa de Schilder
n para 1,"0,24568868474022200",Carcinoma; célula basal,Esclerose cerebral difusa de Schilder
n para 1,"0,11554893590720400",Carcinoma; célula escamosa,Esclerose cerebral difusa de Schilder
n para 1,"0,1657492668449370",Carcinoma; pequena célula,Esclerose cerebral difusa de Schilder
n para 1,"0,10775424622081000",Defeitos cardíacos; congênitos,Esclerose cerebral difusa de Schilder
n para 1,"0,5782941877497310",Doenças ósseas; Desenvolvimento,Esclerose cerebral difusa de Schilder
n para 1,"0,11833377835156000",Doenças ósseas; metabólicas,Esclerose cerebral difusa de Schilder
n para 1,"0,1653994463349630",Infertilidade; homem,Esclerose cerebral difusa de Schilder
n para 1,"0,14669978753621000",Influenza; humano,Esclerose cerebral difusa de Schilder
n para 1,"0,2791733797240470",Leucemia; linfóide,Esclerose cerebral difusa de Schilder
n para 1,"0,17879949503993400",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Esclerose cerebral difusa de Schilder
n para 1,"0,16451167268895400",Leucemia; mielóide,Esclerose cerebral difusa de Schilder
n para 1,"0,17385430643051100",Leucemia; mielóide; aguda,Esclerose cerebral difusa de Schilder
n para 1,"0,17764497073961800",Linfoma; folicular,Esclerose cerebral difusa de Schilder
n para 1,"0,17628768562849700",Linfoma; não-Hodgkin,Esclerose cerebral difusa de Schilder
n para 1,"0,15136559900945200",Lúpus erytematoso; sistêmico,Esclerose cerebral difusa de Schilder
n para 1,"0,2590473623090480",Neoplasias; segundo primário,Esclerose cerebral difusa de Schilder
n para 1,"0,5240120363558360",Paraplegia espástica; hereditária,Esclerose cerebral difusa de Schilder
n para 1,"0,12615625379107700",Transtorno depressivo; Major,Esclerose cerebral difusa de Schilder
n para 1,"0,1735841802121730",Artrite; reumatóide,Esclerose lateral amiotrófica
n para 1,"0,1569193238814270",Ataque isquêmico; transitório,Esclerose lateral amiotrófica
n para 1,"0,17146248891690300",Carcinoma; célula escamosa,Esclerose lateral amiotrófica
n para 1,"0,13350488902008600",Carcinoma; célula renal,Esclerose lateral amiotrófica
n para 1,"0,10851908420145500",Carcinoma; pulmão de células não pequenas,Esclerose lateral amiotrófica
n para 1,"0,19551176807506400",Disautonomia; familiar,Esclerose lateral amiotrófica
n para 1,"0,5360752515200390",Distrofia muscular; Emery-Dreifuss,Esclerose lateral amiotrófica
n para 1,"0,4398979332443740",Distrofia muscular; oculofaríngea,Esclerose lateral amiotrófica
n para 1,"0,21639493537007600",Doença pulmonar; obstrutiva crônica,Esclerose lateral amiotrófica
n para 1,"0,17402002690820400",Doenças ósseas; metabólicas,Esclerose lateral amiotrófica
n para 1,"0,11822000515355500",Espondilite; anquilosing,Esclerose lateral amiotrófica
n para 1,"0,13855900113340800",Leucemia; linfóide,Esclerose lateral amiotrófica
n para 1,"0,10848532770738500",Leucemia; mielóide; aguda,Esclerose lateral amiotrófica
n para 1,"0,13062830561967600",Linfoma; não-Hodgkin,Esclerose lateral amiotrófica
n para 1,"0,2597846824326420",Scleroderma; sistêmico,Esclerose lateral amiotrófica
n para 1,"0,14226797371153900",Amiloidose; familiar,Esclerose múltipla
n para 1,"0,3439045876636600",Artrite; reumatóide,Esclerose múltipla
n para 1,"0,2301650072732340",Carcinoma; célula escamosa,Esclerose múltipla
n para 1,"0,3953028122445990",Carcinoma; célula renal,Esclerose múltipla
n para 1,"0,1268132665170970",Carcinoma; hepatocelular,Esclerose múltipla
n para 1,"0,2062494738814890",Carcinoma; pulmão de células não pequenas,Esclerose múltipla
n para 1,"0,14251224168128900",Doenças genéticas; inatos,Esclerose múltipla
n para 1,"0,12509818648401000",Doenças ósseas; Desenvolvimento,Esclerose múltipla
n para 1,"0,13696975301293400",Doenças ósseas; metabólicas,Esclerose múltipla
n para 1,"0,24945849551463900",Espondilite; anquilosing,Esclerose múltipla
n para 1,"0,4343021910638030",Hepatite C; crônica,Esclerose múltipla
n para 1,"0,1557249313833090",Infertilidade; homem,Esclerose múltipla
n para 1,"0,18323154796030700",Leucemia; linfóide,Esclerose múltipla
n para 1,"0,20609392144042100",Leucemia; mielóide,Esclerose múltipla
n para 1,"0,234004982521319",Leucemia; mielóide; aguda,Esclerose múltipla
n para 1,"0,10439100114102400",Leucemia; promielocítica; aguda,Esclerose múltipla
n para 1,"0,25048144930767700",Linfoma; células T.; cutânea,Esclerose múltipla
n para 1,"0,31129214511918100",Linfoma; não-Hodgkin,Esclerose múltipla
n para 1,"0,11831525709165000",Metabolismo; erros inatos,Esclerose múltipla
n para 1,"0,23716723927667200",Recorrência da neoplasia; local,Esclerose múltipla
n para 1,"0,10709094387760500",Sarcoma; Kaposi,Esclerose múltipla
n para 1,"0,22371408119339300",Scleroderma; sistêmico,Esclerose múltipla
n para 1,"0,1756692694686960",Anemia; aplástica,Esclerose tuberosa
n para 1,"0,7770781041810230",Anormalidades; múltiplas,Esclerose tuberosa
n para 1,"0,16710102273385800",Ataque isquêmico; transitório,Esclerose tuberosa
n para 1,"0,11819122620326500",Carcinoma; papilar,Esclerose tuberosa
n para 1,"0,14734657505066300",Defeitos cardíacos; congênitos,Esclerose tuberosa
n para 1,"0,2751210642282090",Disautonomia; familiar,Esclerose tuberosa
n para 1,"0,6672689046916960",Doenças ósseas; Desenvolvimento,Esclerose tuberosa
n para 1,"0,731776073183331",Epilepsia; generalizada,Esclerose tuberosa
n para 1,"0,13927521833083100",Influenza; humano,Esclerose tuberosa
n para 1,"0,30508686747028000",Leucemia; linfóide,Esclerose tuberosa
n para 1,"0,13651019043519700",Leucemia; mielóide,Esclerose tuberosa
n para 1,"0,13057191158886800",Linfoma; não-Hodgkin,Esclerose tuberosa
n para 1,"0,16777088005517700",Lúpus erytematoso; sistêmico,Esclerose tuberosa
n para 1,"0,8308493082990610",Metabolismo; erros inatos,Esclerose tuberosa
n para 1,"0,4759312770603790",Paraplegia espástica; hereditária,Esclerose tuberosa
n para 1,"0,14993150260673600",Scleroderma; sistêmico,Esclerose tuberosa
n para 1,"0,23125866101557000",Síndromes neoplásicas; hereditárias,Esclerose tuberosa
n para 1,"0,11633778758812200",Transtorno depressivo; Major,Esclerose tuberosa
n para 1,"0,17660777742148800",Demência; vascular,Escolha doença do cérebro
n para 1,"0,1562250610609890",Distrofia muscular; oculofaríngea,Escolha doença do cérebro
n para 1,"0,2986413809385950",Doença de Parkinson; secundária,Escolha doença do cérebro
n para 1,"0,5402062894893420",Doença Niemann-Pick; tipo C tipo C,Escolha doença do cérebro
n para 1,"0,3302172714443520",Doenças ósseas; Desenvolvimento,Escoliose
n para 1,"0,2981118984806320",Doenças ósseas; metabólicas,Escoliose
n para 1,"0,11452330150870500",Neoplasias; experimental,Escoliose
n para 1,"0,15588706190253000",Anormalidades; múltiplas,Esfingolipidoses
n para 1,"0,101097370069301",Carcinoma; pulmão de células não pequenas,Esfingolipidoses
n para 1,"0,2506389917795880",Leucodistrofia; célula globóide,Esfingolipidoses
n para 1,"0,23231645490174400",Metabolismo lipídico; erros inatos,Esfingolipidoses
n para 1,"0,2700898923033130",Metabolismo; erros inatos,Esfingolipidoses
n para 1,"0,18279678495561100",Paraplegia espástica; hereditária,Esfingolipidoses
n para 1,"0,13438368497595800",Artrite; reumatóide,Esofagite
n para 1,"0,14465203552592200",Carcinoma; célula escamosa,Esofagite
n para 1,"0,17002871839929600",Scleroderma; sistêmico,Esofagite eosinofílica
n para 1,"0,10051530745704600",Artrite; reumatóide,Esôfago Barrett
n para 1,"0,11647252038336900",Carcinoma; célula renal,Esôfago Barrett
n para 1,"0,18895198633346000",Diabetes mellitus; tipo 2,Esôfago Barrett
n para 1,"0,5931970265222140",Hérnia; diafragmática,Esôfago Barrett
n para 1,"0,16940334209089600",Infertilidade; homem,Esôfago Barrett
n para 1,"0,10338043164112500",Neoplasias de mama; homem,Esôfago Barrett
n para 1,"0,10388130508544200",Osteoartrite; joelho,Esôfago Barrett
n para 1,"0,12366651778287200",Doenças ósseas; Desenvolvimento,Espasticidade muscular
n para 1,"0,11630158476152700",Leucemia; monocítica; aguda,Espasticidade muscular
n para 1,"0,2460753157583230",Paraplegia espástica; hereditária,Espasticidade muscular
n para 1,"0,11347027793639100",Aborto; espontâneo,Esplenomegalia
n para 1,"0,2441841255594850",Acidose; tubular renal,Esplenomegalia
n para 1,"0,5339783047264810",Anemia; aplástica,Esplenomegalia
n para 1,"0,28181013267111800",Anemia; célula falciforme,Esplenomegalia
n para 1,"0,23663941428392000",Anemia; deficiência de ferro,Esplenomegalia
n para 1,"0,1943654482978620",Anemia; disperterropoiética; congênita,Esplenomegalia
n para 1,"0,3698902174277990",Anemia; hemolítica,Esplenomegalia
n para 1,"0,2877152494504430",Anemia; hemolítica; congênita,Esplenomegalia
n para 1,"0,15311171169321000",Anemia; macrocítica,Esplenomegalia
n para 1,"0,13472979628371300",Anemia; megaloblástica,Esplenomegalia
n para 1,"0,1769235303745300",Aneurisma aórtico; abdominal,Esplenomegalia
n para 1,"0,14326022581530100",Aneurisma aórtico; torácico,Esplenomegalia
n para 1,"0,16702575650504700",Aneurisma; dissecando,Esplenomegalia
n para 1,"0,21103290158965600",Artrite; psoriática,Esplenomegalia
n para 1,"0,30538159269009500",Artrite; reumatóide,Esplenomegalia
n para 1,"0,1474977361580180",Candidíase; oral,Esplenomegalia
n para 1,"0,1938412519935150",Carcinoma; célula basal,Esplenomegalia
n para 1,"0,21253499150123900",Carcinoma; célula de transição,Esplenomegalia
n para 1,"0,23464462224605400",Carcinoma; célula escamosa,Esplenomegalia
n para 1,"0,3391466719939230",Carcinoma; célula renal,Esplenomegalia
n para 1,"0,22649828187230700",Carcinoma; ductal pancreático,Esplenomegalia
n para 1,"0,4650271124235210",Carcinoma; hepatocelular,Esplenomegalia
n para 1,"0,1484664288475440",Carcinoma; papilar,Esplenomegalia
n para 1,"0,23350522109094000",Carcinoma; pequena célula,Esplenomegalia
n para 1,"0,21259394581893400",Carcinoma; pulmão de células não pequenas,Esplenomegalia
n para 1,"0,14255769858733800",Cistadenocarcinoma; seroso,Esplenomegalia
n para 1,"0,6039318944395110",Colangite; esclerosante,Esplenomegalia
n para 1,"0,19944850786901600",Colestase; intra-hepática,Esplenomegalia
n para 1,"0,16664790410816500",Colite; ulcerosa,Esplenomegalia
n para 1,"0,5018530587687970",Doença granulomatosa; crônica,Esplenomegalia
n para 1,"0,12339120130409200",Doenças de pele; vasculares,Esplenomegalia
n para 1,"0,22068131812957700",Doenças hepáticas; alcoólatras,Esplenomegalia
n para 1,"0,11878626443308400",Doenças ósseas; metabólicas,Esplenomegalia
n para 1,"0,5763623625941810",Eliptocitose; hereditária,Esplenomegalia
n para 1,"0,6695645422012190",Esforocitose; hereditária,Esplenomegalia
n para 1,"0,12740081448618500",Espondilite; anquilosing,Esplenomegalia
n para 1,"0,2250453965684190",Fibromatose; abdominal,Esplenomegalia
n para 1,"0,577904673808505",Hepatite B; crônica,Esplenomegalia
n para 1,"0,33446179507061000",Hepatite C; crônica,Esplenomegalia
n para 1,"0,15498982933868000",Hérnia; diafragmática,Esplenomegalia
n para 1,"0,13238046458849400",Hérnia; inguinal,Esplenomegalia
n para 1,"0,11452501862567900",Hipersensibilidade; imediata,Esplenomegalia
n para 1,"0,3573496685423000",Hipertensão; portal,Esplenomegalia
n para 1,"0,3105660619815450",Histiocitose; seio,Esplenomegalia
n para 1,"0,31113345248000800",Infecções por mycobacterium; atípico,Esplenomegalia
n para 1,"0,12081867236420000",Insuficiência renal; crônica,Esplenomegalia
n para 1,"0,12677624546039400",Leishmaniose; cutânea,Esplenomegalia
n para 1,"0,2297502933584140",Leucemia-linfoma; células T adultas,Esplenomegalia
n para 1,"0,3783497186020210",Leucemia; linfocítica; crônica; células B,Esplenomegalia
n para 1,"0,5331285976728450",Leucemia; linfóide,Esplenomegalia
n para 1,"0,32798332144645000",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Esplenomegalia
n para 1,"0,628861368039242",Leucemia; mielóide,Esplenomegalia
n para 1,"0,6078144595404990",Leucemia; mielóide; aguda,Esplenomegalia
n para 1,"0,2389784933373210",Leucemia; monocítica; aguda,Esplenomegalia
n para 1,"0,45967066559141100",Leucemia; promielocítica; aguda,Esplenomegalia
n para 1,"0,30422099086094700",Leucoencefalite; hemorrágica aguda,Esplenomegalia
n para 1,"0,5930634304147950",Linfo-histiocitose; hemofagocítica,Esplenomegalia
n para 1,"0,30716092561891300",Linfoma; células do manto,Esplenomegalia
n para 1,"0,36705791170976300",Linfoma; células grandes; anaplásicas,Esplenomegalia
n para 1,"0,6478325136956930",Linfoma; células T.,Esplenomegalia
n para 1,"0,36949263677770900",Linfoma; folicular,Esplenomegalia
n para 1,"0,6106856457634520",Linfoma; não-Hodgkin,Esplenomegalia
n para 1,"0,3113701320918490",Lúpus erytematoso; sistêmico,Esplenomegalia
n para 1,"0,6938691852554360",Malária; falciparum,Esplenomegalia
n para 1,"0,10387594113139600",Melanoma; experimental,Esplenomegalia
n para 1,"0,1704592166952950",Meningite; meningocócica,Esplenomegalia
n para 1,"0,11613574989453600",Metabolismo lipídico; erros inatos,Esplenomegalia
n para 1,"0,14318458949592200",Metabolismo; erros inatos,Esplenomegalia
n para 1,"0,2751269718383500",Necrólise epidérmica; tóxica,Esplenomegalia
n para 1,"0,11733979047421500",Nefrite; intersticial,Esplenomegalia
n para 1,"0,11019017068258200",Neoplasias de mama; homem,Esplenomegalia
n para 1,"0,10394776384735900",Neoplasias do fígado; experimental,Esplenomegalia
n para 1,"0,21276493433501900",Neoplasias genitais; feminino,Esplenomegalia
n para 1,"0,1093748493111690",Neoplasias mamárias; experimental,Esplenomegalia
n para 1,"0,2552212462367700",Neoplasias; células germinativas e embrionário,Esplenomegalia
n para 1,"0,15628174232226300",Neoplasias; segundo primário,Esplenomegalia
n para 1,"0,22017492731695300",Pancreatite; crônica,Esplenomegalia
n para 1,"0,567993684164772",Paniculite; não atualizado nodular,Esplenomegalia
n para 1,"0,32753007320960600",Poliondocinopatias; autoimunes,Esplenomegalia
n para 1,"0,1953006006565290",Recorrência da neoplasia; local,Esplenomegalia
n para 1,"0,1420114283594160",Sarcoma; Ewing's,Esplenomegalia
n para 1,"0,2857258092815040",Scleroderma; sistêmico,Esplenomegalia
n para 1,"0,12112044822778",Telangiectasia; hemorrágica hereditária,Esplenomegalia
n para 1,"0,2380522973768130",Tireoidite; autoimune,Esplenomegalia
n para 1,"0,19462141302015000",Transformação celular; neoplásica,Esplenomegalia
n para 1,"0,25664489949807800",Trombocitemia; essencial,Esplenomegalia
n para 1,"0,10576741835076000",Trombose sinusal; intracraniana,Esplenomegalia
n para 1,"0,11728448430277200",Vasoespasmo; intracraniano,Esplenomegalia
n para 1,"0,41407944992053900",Artrite; reumatóide,Espondilartropatias
n para 1,"0,11795615056117500",Carcinoma; célula basal,Espondilartropatias
n para 1,"0,10800064515966300",Carcinoma; célula de transição,Espondilartropatias
n para 1,"0,248336361915223",Carcinoma; célula renal,Espondilartropatias
n para 1,"0,10769391664635100",Carcinoma; pulmão de células não pequenas,Espondilartropatias
n para 1,"0,2996627215820070",Doenças ósseas; metabólicas,Espondilartropatias
n para 1,"0,6678934325026480",Espondilite; anquilosing,Espondilartropatias
n para 1,"0,15317394338243000",Hipertensão; renal,Espondilartropatias
n para 1,"0,20948356798339200",Insuficiência renal; crônica,Espondilartropatias
n para 1,"0,17549328265748500",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Espondilartropatias
n para 1,"0,10561117138005600",Leucemia; mielóide,Espondilartropatias
n para 1,"0,11422717790398300",Leucemia; mielóide; aguda,Espondilartropatias
n para 1,"0,2376243393600490",Linfoma; células B grandes; difuso,Espondilartropatias
n para 1,"0,29468827684068600",Linfoma; células B.,Espondilartropatias
n para 1,"0,10350005301212000",Linfoma; células T.,Espondilartropatias
n para 1,"0,14606018942150600",Linfoma; folicular,Espondilartropatias
n para 1,"0,18432101210516900",Linfoma; não-Hodgkin,Espondilartropatias
n para 1,"0,2126647403135000",Lúpus erytematoso; sistêmico,Espondilartropatias
n para 1,"0,22684173534607400",Nefrite; intersticial,Espondilartropatias
n para 1,"0,23230107012414900",Neoplasias; células germinativas e embrionário,Espondilartropatias
n para 1,"0,3805986226987140",Osteoporose; pós-menopausa,Espondilartropatias
n para 1,"0,10238828536040100",Recorrência da neoplasia; local,Espondilartropatias
n para 1,"0,3431278530679600",Sarcoma; Ewing's,Espondilartropatias
n para 1,"0,21676020443567800",Scleroderma; sistêmico,Espondilartropatias
n para 1,"0,13259073182950800",Transtorno depressivo; Major,Espondilartropatias
n para 1,"0,44210048683072700",Artrite; reumatóide,Esquistossomíase
n para 1,"0,19937890694453800",Diabetes mellitus; tipo 2,Esquistossomíase
n para 1,"0,28324225066831300",Doenças ósseas; metabólicas,Esquistossomíase
n para 1,"0,5971619063136100",Hipertensão; renal,Esquistossomíase
n para 1,"0,2608577402375700",Infertilidade; homem,Esquistossomíase
n para 1,"0,16214661025853700",Metabolismo; erros inatos,Esquistossomíase
n para 1,"0,1256725866682570",Pancreatite; crônica,Esquistossomíase
n para 1,"0,28010698048428500",Transformação celular; neoplásica,Esquistossomíase
n para 1,"0,325732892859624",Artrite; reumatóide,Esquistossomíase Mansoni
n para 1,"0,28845559790414900",Carcinoma; célula escamosa,Esquistossomíase Mansoni
n para 1,"0,3870032040564040",Carcinoma; célula renal,Esquistossomíase Mansoni
n para 1,"0,3498527568830300",Carcinoma; hepatocelular,Esquistossomíase Mansoni
n para 1,"0,25379493400710800",Carcinoma; pulmão de células não pequenas,Esquistossomíase Mansoni
n para 1,"0,4100420680615570",Colite; ulcerosa,Esquistossomíase Mansoni
n para 1,"0,33220978554695400",Diabetes mellitus; experimental,Esquistossomíase Mansoni
n para 1,"0,10013981152084400",Diabetes mellitus; tipo 1,Esquistossomíase Mansoni
n para 1,"0,14470154313115300",Diabetes mellitus; tipo 2,Esquistossomíase Mansoni
n para 1,"0,5146325266480210",Doenças hepáticas; parasitas,Esquistossomíase Mansoni
n para 1,"0,2906229139487990",Doenças ósseas; metabólicas,Esquistossomíase Mansoni
n para 1,"0,14093992498424900",Espondilite; anquilosing,Esquistossomíase Mansoni
n para 1,"0,14189393713337600",Infecções por mycobacterium; atípico,Esquistossomíase Mansoni
n para 1,"0,2761585793154470",Infertilidade; homem,Esquistossomíase Mansoni
n para 1,"0,20133476580630600",Influenza; humano,Esquistossomíase Mansoni
n para 1,"0,29375362177848300",Leucemia; linfóide,Esquistossomíase Mansoni
n para 1,"0,36923078956385300",Leucemia; mielóide,Esquistossomíase Mansoni
n para 1,"0,3656378156218860",Leucemia; mielóide; aguda,Esquistossomíase Mansoni
n para 1,"0,2819375311050940",Leucemia; promielocítica; aguda,Esquistossomíase Mansoni
n para 1,"0,361477932605999",Linfoma; não-Hodgkin,Esquistossomíase Mansoni
n para 1,"0,3999729866708050",Lúpus erytematoso; sistêmico,Esquistossomíase Mansoni
n para 1,"0,1244028257225850",Metabolismo; erros inatos,Esquistossomíase Mansoni
n para 1,"0,4397445788122660",Nefrite; intersticial,Esquistossomíase Mansoni
n para 1,"0,18768339682652600",Neoplasias; experimental,Esquistossomíase Mansoni
n para 1,"0,21153847876761400",Poliondocinopatias; autoimunes,Esquistossomíase Mansoni
n para 1,"0,2611492698130190",Recorrência da neoplasia; local,Esquistossomíase Mansoni
n para 1,"0,10013278959597900",Síndromes neoplásicas; hereditárias,Esquistossomíase Mansoni
n para 1,"0,14244322525234100",Telangiectasia; hemorrágica hereditária,Esquistossomíase Mansoni
n para 1,"0,19173735626871800",Transformação celular; neoplásica,Esquistossomíase Mansoni
n para 1,"0,14927622424363800",Ataque isquêmico; transitório,Esquizofrenia
n para 1,"0,10463020596413900",Disautonomia; familiar,Esquizofrenia
n para 1,"0,11271145719399800",Doenças genéticas; inatos,Esquizofrenia
n para 1,"0,15777136532844600",Doenças ósseas; metabólicas,Esquizofrenia
n para 1,"0,15017384329894100",Epilepsia; ausência,Esquizofrenia
n para 1,"0,1614116941187040",Epilepsia; generalizada,Esquizofrenia
n para 1,"0,3225650312517900",Epilepsias; parciais,Esquizofrenia
n para 1,"0,1263430218770480",Esclerose múltipla; recidiva-recorrente,Esquizofrenia
n para 1,"0,10014894377235300",Infertilidade; homem,Esquizofrenia
n para 1,"0,11647294373112300",Leucemia; linfóide,Esquizofrenia
n para 1,"0,11145122689782400",Metabolismo; erros inatos,Esquizofrenia
n para 1,"0,3028856048744810",Tireoidite; autoimune,Esquizofrenia
n para 1,"0,5134875810777700",Transtorno depressivo; Major,Esquizofrenia
n para 1,"0,12171516107014500",Angina; instável,Estenose carotídea
n para 1,"0,170216175562817",Arritmias; cardíaco,Estenose carotídea
n para 1,"0,2203068860027170",Artéria carótida; interna; dissecção,Estenose carotídea
n para 1,"0,42604754473437100",Ataque isquêmico; transitório,Estenose carotídea
n para 1,"0,1011396085351830",Carcinoma; célula escamosa,Estenose carotídea
n para 1,"0,12816772217184100",Diabetes mellitus; tipo 2,Estenose carotídea
n para 1,"0,16138629206566300",Distrofia muscular; Duchenne,Estenose carotídea
n para 1,"0,10329691524480600",Distrofia muscular; Emery-Dreifuss,Estenose carotídea
n para 1,"0,10055548961434900",Doenças cerebrais; metabólicas,Estenose carotídea
n para 1,"0,14460729499055000",Hipotensão; ortostática,Estenose carotídea
n para 1,"0,12767114882993000",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Estenose carotídea
n para 1,"0,13902666275517900",Leucoencefalite; hemorrágica aguda,Estenose carotídea
n para 1,"0,1023230408360110",Linfoma; células B grandes; difuso,Estenose carotídea
n para 1,"0,11421196757054300",Linfoma; células T.,Estenose carotídea
n para 1,"0,11057079784517100",Lúpus erytematoso; sistêmico,Estenose carotídea
n para 1,"0,13556903058022200",Miopatia; núcleo central,Estenose carotídea
n para 1,"0,14192352854407700",Neoplasias; segundo primário,Estenose carotídea
n para 1,"0,19875047597000000",Telangiectasia; hemorrágica hereditária,Estenose carotídea
n para 1,"0,13082374904377800",Tireoidite; autoimune,Estenose carotídea
n para 1,"0,2563740362170900",Anormalidades; múltiplas,Estenose da válvula aórtica
n para 1,"0,6699712659626390",Arritmias; cardíaco,Estenose da válvula aórtica
n para 1,"0,14081566112362400",Ataque isquêmico; transitório,Estenose da válvula aórtica
n para 1,"0,12178991317365900",Carcinoma; célula basal,Estenose da válvula aórtica
n para 1,"0,1156321280514650",Carcinoma; célula escamosa,Estenose da válvula aórtica
n para 1,"0,5181779834728390",Cardiomiopatia; dilatada,Estenose da válvula aórtica
n para 1,"0,9256349671080540",Cardiomiopatia; hipertrófica,Estenose da válvula aórtica
n para 1,"0,24027268831970400",Defeitos cardíacos; congênitos,Estenose da válvula aórtica
n para 1,"0,33501983870693200",Defeitos do septo cardíaco; atrial,Estenose da válvula aórtica
n para 1,"0,13364422389220100",Doença pulmonar; obstrutiva crônica,Estenose da válvula aórtica
n para 1,"0,12352093144707000",Doenças cerebrais; metabólicas,Estenose da válvula aórtica
n para 1,"0,22401993535784700",Doenças ósseas; Desenvolvimento,Estenose da válvula aórtica
n para 1,"0,1342968249111260",Epilepsia; generalizada,Estenose da válvula aórtica
n para 1,"0,10007235036748000",Epilepsias; mioclônicas,Estenose da válvula aórtica
n para 1,"0,18901643607271500",Espasmos; infantil,Estenose da válvula aórtica
n para 1,"0,1045151749551800",Hipertensão; pulmonar,Estenose da válvula aórtica
n para 1,"0,1930803691639810",Hipertrofia; ventricular esquerdo,Estenose da válvula aórtica
n para 1,"0,1139519710575090",Linfoma; folicular,Estenose da válvula aórtica
n para 1,"0,11930628326155600",Mastocitose; sistêmica,Estenose da válvula aórtica
n para 1,"0,24225827044607800",Metabolismo; erros inatos,Estenose da válvula aórtica
n para 1,"0,5467773910805130",Morte; repentina; cardíaca,Estenose da válvula aórtica
n para 1,"0,11474470757149100",Neoplasias de mama; homem,Estenose da válvula aórtica
n para 1,"0,1501798801913460",Paraplegia espástica; hereditária,Estenose da válvula aórtica
n para 1,"0,13827233599022500",Scleroderma; sistêmico,Estenose da válvula aórtica
n para 1,"0,10387989330538200",Telangiectasia; hemorrágica hereditária,Estenose da válvula aórtica
n para 1,"0,1167907238299760",Acidose; tubular renal,Estenose da válvula pulmonar
n para 1,"0,1153123837733880",Aneurisma; dissecando,Estenose da válvula pulmonar
n para 1,"0,28770840673559700",Anormalidades; múltiplas,Estenose da válvula pulmonar
n para 1,"0,1172489051003230",Arritmias; cardíaco,Estenose da válvula pulmonar
n para 1,"0,14092193971840200",Carcinoma; célula basal,Estenose da válvula pulmonar
n para 1,"0,17064131726922100",Cardiomiopatia; dilatada,Estenose da válvula pulmonar
n para 1,"0,5307686214424990",Cardiomiopatia; hipertrófica,Estenose da válvula pulmonar
n para 1,"0,7370194815827420",Defeitos cardíacos; congênitos,Estenose da válvula pulmonar
n para 1,"0,13470317189802600",Doença pulmonar; obstrutiva crônica,Estenose da válvula pulmonar
n para 1,"0,28436284269227600",Doenças ósseas; Desenvolvimento,Estenose da válvula pulmonar
n para 1,"0,1902227876142850",Espasmos; infantil,Estenose da válvula pulmonar
n para 1,"0,19940882117063500",Hérnia; diafragmática,Estenose da válvula pulmonar
n para 1,"0,1258957087900620",Hipertensão; pulmonar,Estenose da válvula pulmonar
n para 1,"0,10878783704912900",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Estenose da válvula pulmonar
n para 1,"0,20824132829215500",Metabolismo de carboidratos; erros inatos,Estenose da válvula pulmonar
n para 1,"0,2720040163375830",Metabolismo; erros inatos,Estenose da válvula pulmonar
n para 1,"0,15960099402559700",Paraplegia espástica; hereditária,Estenose da válvula pulmonar
n para 1,"0,2501634168415960",Telangiectasia; hemorrágica hereditária,Estenose da válvula pulmonar
n para 1,"0,22085327473082600",Deformidades das mãos; congênitas,Eunucismo
n para 1,"0,13096226809196100",Deformidades de membros; congênitas,Eunucismo
n para 1,"0,28989390264596200",Amiloidose; familiar,Exantema
n para 1,"0,1994938159157140",Anemia; aplástica,Exantema
n para 1,"0,22962790663673500",Artrite; reumatóide,Exantema
n para 1,"0,2202544232240330",Carcinoma; célula escamosa,Exantema
n para 1,"0,2721399973808450",Carcinoma; célula renal,Exantema
