disease_Dui,Doencas Termos Unificados
P152,Lesão do esternomastóide devida a traumatismo de parto
P153,Lesão dos olhos devida a traumatismo de parto
P154,Lesão da face ao nascer
P155,"Lesão dos órgãos genitais externos, devida a traumatismo de parto"
P156,Necrose de gordura subcutânea devida a traumatismo de parto
P158,Outros traumatismos de parto especificados
P159,Traumatismo de parto não especificado
P20,Hipóxia intra-uterina
P20,Intra-uterina
P200,Hipóxia intra-uterina diagnosticada antes do início do trabalho de parto
P201,Hipóxia intra-uterina diagnosticada durante o trabalho de parto e o parto
P209,Hipóxia intra-uterina não especificada
P21,Asfixia ao nascer
P210,Asfixia grave ao nascer
P211,Asfixia leve ou moderada ao nascer
P219,"Asfixia ao nascer, não especificada"
P22,Angústia
P22,Desconforto
P22,Desconforto (angústia) respiratório(a) do recém-nascido
P220,Síndrome da angústia respiratória do recém-nascido
P221,Taquipnéia transitória do recém-nascido
P228,Outros desconfortos respiratórios do recém-nascido
P229,Desconforto respiratório não especificado do recém-nascido
P23,Pneumonia congênita
P230,Pneumonia congênita devida a agente viral
P231,Pneumonia congênita devida a Clamídia
P232,Pneumonia congênita devida a estafilococo
P233,Pneumonia congênita devida a estreptococo do grupo B
P234,Pneumonia congênita devida a Escherichia coli
P235,Pneumonia congênita devida a Pseudomonas
P236,Pneumonia congênita devida a outros agentes bacterianos
P238,Pneumonia congênita devida a outros organismos
P239,Pneumonia congênita não especificada
P24,Aspiração Neonatal
P24,Síndrome de aspiração neonatal
P240,Aspiração neonatal de mecônio
P241,Aspiração neonatal de líquido amniótico e muco
P242,Aspiração neonatal de sangue
P243,Aspiração neonatal de leite e alimento regurgitados
P248,Outras síndromes de aspiração neonatais
P249,Síndrome de aspiração neonatal não especificada
P25,Correlatas
P25,Enfisema intersticial e afecções correlatas originadas no período perinatal
P250,Enfisema intersticial originado no período perinatal
P251,Pneumotórax originado no período perinatal
P252,Pneumomediastino originado no período perinatal
P253,Pneumopericárdio originado no período perinatal
P258,Outras afecções relacionadas com o enfisema intersticial originadas no período perinatal
P26,Hemorragia pulmonar originada no período perinatal
P26,Originada
P26,Perinatal
P26,Período
P260,Hemorragia traqueobrônquica originada no período perinatal
P261,Hemorragia pulmonar maciça originada no período perinatal
P268,Outras hemorragias pulmonares originadas no período perinatal
P269,Hemorragia pulmonar não especificada originada no período perinatal
P27,Doença respiratória crônica originada no período perinatal
P270,Síndrome de Wilson-Mikity
P271,Displasia broncopulmonar originada no período perinatal
P278,Outras doenças respiratórias crônicas originadas no período perinatal
P279,Doença respiratória crônica não especificada originada no período perinatal
P28,Outras afecções respiratórias originadas no período perinatal
P280,Atelectasia primária do recém-nascido
P281,Outras atelectasias do recém-nascido e as não especificadas
P282,Crises cianóticas do recém-nascido
P283,Apnéia primária do sono do recém-nascido
P284,Outras apnéias do recém-nascido
P285,Insuficiência respiratória do recém-nascido
P288,Outras afecções respiratórias especificadas do recém-nascido
P289,"Afecção respiratória do recém-nascido, não especificada"
P29,Cardiovasculares
P29,Originados
P29,Transtornos cardiovasculares originados no período perinatal
P290,Insuficiência cardíaca neonatal
P291,Disritmia cardíaca neonatal
P292,Hipertensão neonatal
P293,Persistência da circulação fetal
P294,Isquemia miocárdica transitória do recém-nascido
P298,Outros transtornos cardiovasculares originados no período perinatal
P299,Transtornos cardiovasculares não especificados originados no período perinatal
P35,Doenças Virais
P35,Doenças virais congênitas
P350,Síndrome da rubéola congênita
P351,Infecção congênita por citomegalovirus
P352,Infecção congênita por vírus do herpes [simples]
P353,Hepatite viral congênita
P358,Outras doenças virais congênitas
P359,Doença viral congênita não especificada
P36,Septicemia bacteriana do recém-nascido
P360,Septicemia do recém-nascido devida a estreptococo do grupo B
P361,Septicemia do recém-nascido devida a outros estreptococos e aos não especificados
P362,Septicemia do recém-nascido devida ao Stafilococcus aureus
P363,Septicemia do recém-nascido devida a outros estafilococos e aos não especificados
P364,Septicemia do recém-nascido devida a Escherichia coli
P365,Septicemia do recém-nascido devida a anaeróbios
P368,Outras septicemias bacterianas do recém-nascido
P369,Septicemia bacteriana não especificada do recém-nascido
P37,Outras doenças infecciosas e parasitárias congênitas
P370,Tuberculose congênita
P371,Toxoplasmose congênita
P372,Listeriose neonatal (disseminada)
P373,Malária falciparum congênita
P374,Outras malárias congênitas
P375,Candidíase neonatal
P378,Outras doenças infecciosas e parasitárias congênitas especificadas
P379,Doença infecciosa ou parasitária congênita não especificada
P38,Onfalite
P38,Onfalite do recém-nascido com ou sem hemorragia leve
P38,Onfalite do recém-nascido com ou sem hemorragia leve
P38,Sem Hemorragia Leve
P39,Outras infecções específicas do período perinatal
P390,Mastite infecciosa neonatal
P391,Conjuntivite e dacriocistite neonatais
P392,Infecção intra-amniótica do feto não classificada em outra parte
P393,Infecção neonatal do trato urinário
P394,Infecção neonatal da pele
P398,Outras infecções especificadas próprias do período perinatal
P399,Infecção própria do período perinatal não especificada
P50,Perda Sangüínea
P50,Perda sangüínea fetal
P50-P61,hematológicos
P50-P61,hemorrágicos
P500,Perda sangüínea fetal devida a vasa prévia
P501,Perda sangüínea fetal por ruptura do cordão
P502,Perda sangüínea fetal originada da placenta
P503,Hemorragia para a circulação do outro gêmeo
P504,Hemorragia para a circulação materna
P505,Perda sangüínea devido a secção do cordão umbilical do outro gemelar
P508,Outras perdas sangüíneas fetais
P509,Perda sangüínea fetal não especificada
P51,Hemorragia Umbilical
P51,Hemorragia umbilical do recém-nascido
P510,Hemorragia umbilical maciça do recém-nascido
P518,Outras hemorragias umbilicais do recém-nascido
P519,"Hemorragia umbilical do recém-nascido, não especificada"
P52,Hemorragia intracraniana não-traumática do feto e do recém-nascido
P52,Não-traumática
P520,"Hemorragia intraventricular (não-traumática) grau 1, do feto e do recém-nascido"
P521,"Hemorragia intraventricular (não-traumática) grau 2, do feto e do recém-nascido"
P522,"Hemorragia intraventricular (não-traumática) grau 3, do feto e do recém-nascido"
P523,"Hemorragia intraventricular (não-traumática) não especificada, do feto ou do recém-nascido"
P524,Hemorragia intracerebral (não-traumática) do feto e do recém-nascido
P525,Hemorragia subaracnoídea (não-traumática) do feto e do recém-nascido
P526,Hemorragia cerebelar (não-traumática) e da fossa posterior do feto ou recém-nascido
P528,Outras hemorragias intracranianas (não-traumáticas) do feto e do recém-nascido
P529,"Hemorragia intracraniana (não-traumática) do feto e do recém-nascido, não especificada"
P53,Doença hemorrágica do feto e do recém-nascido
P53,Doença hemorrágica do feto e do recém-nascido
P53,Hemorrágica
P54,Hemorragias Neonatais
P54,Outras hemorragias neonatais
P540,Hematêmese neonatal
P541,Melena neonatal
P542,Hemorragia retal neonatal
P543,Outras hemorragias gastrointestinais do período neonatal
P544,Hemorragia supra-renal neonatal
P545,Hemorragia cutânea neonatal
P546,Hemorragia vaginal neonatal
P548,Outras hemorragias fetais e neonatais especificadas
P549,Hemorragia fetal e neonatal não especificada
P55,Doença hemolítica do feto e do recém-nascido
P550,Isoimunização Rh do feto e do recém-nascido
P551,Isoimunização ABO do feto e do recém-nascido
P558,Outras doenças hemolíticas do feto e do recém-nascido
P559,Doença hemolítica não especificada do feto e do recém-nascido
P56,Devido Doença 
P56,Hidropsia Fetal
P56,Hidropsia fetal devida a doença hemolítica
P560,Hidropsia fetal devida à isoimunização
P569,Hidropsia fetal devida a outras doenças hemolíticas e às não especificadas
P57,Kernicterus
P570,Kernicterus devido à isoimunização
P578,Outros kernicterus especificados
P579,Kernicterus não especificado
P58,Devido Outras
P58,Hemólises Excessivas
P58,Icterícia neonatal devida a outras hemólises excessivas
P580,Icterícia neonatal devida a contusões
P581,Icterícia neonatal devida a sangramento
P582,Icterícia neonatal devida a infecção
P583,Icterícia neonatal devida a policitemia
P584,Icterícia neonatal devida a drogas ou toxinas transmitidas pela mãe ou administradas ao recém-nascido
P585,Icterícia neonatal devida à deglutação de sangue materno
P588,Icterícia neonatal devida a outras hemólises excessivas especificadas
P589,Icterícia neonatal devida a hemólise excessiva não especificada
P59,Icterícia neonatal devida a outras causas e às não especificadas
P590,Icterícia neonatal associada ao parto prematuro
P591,Síndrome da bile espessa
P592,Icterícia neonatal de outras lesões hepatocelulares e das não especificadas
P593,Icterícia neonatal devida a inibidores do leite materno
P598,Icterícia neonatal devida a outras causas especificadas
P599,Icterícia neonatal não especificada
P60,Coagulação intravascular disseminada do feto e do recém-nascido
P60,Coagulação intravascular disseminada do feto e do recém-nascido
P61,Outros transtornos hematológicos perinatais
P61,Perinatais
P61,Transtorno Hematológico
P610,Trombocitopenia transitória neonatal
P611,Policitemia neonatal
P612,Anemia da prematuridade
P613,Anemia congênita por perda sangüínea fetal
P614,Outras anemias congênitas não classificada em outra parte
P615,Neutropenia transitória neonatal
P616,Outros transtornos transitórios de coagulação do período neonatal
P618,Outros transtornos hematológicos perinatais especificados
P619,Transtorno hematológico perinatal não especificado
P70,Transtornos transitórios do metabolismo dos carboidratos específicos do feto e do recém-nascido
P700,Síndrome do filho de mãe com diabetes gestacional
P701,Síndrome do filho de mãe diabética
P702,Diabetes mellitus neonatal
P703,Hipoglicemia neonatal iatrogênica
P704,Outras hipoglicemias neonatais
P708,Outros transtornos transitórios do metabolismo dos carboidratos do feto e do recém-nascido
P709,Transtorno transitório não especificado do metabolismo dos carboidratos do feto e do recém-nascido
P71,Magnésio
P71,Transitórios
P71,Transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
P710,Hipocalcemia do recém-nascido pelo uso de leite de vaca
P711,Outras hipocalcemias neonatais
P712,Hipomagnesemia neonatal
P713,Tetania neonatal sem deficiência de cálcio ou magnésio
P714,Hipoparatiroidismo neonatal transitório
P718,Outros transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
P719,Transtornos transitórios não especificados do metabolismo do cálcio e do magnésio do período neonatal
P72,Outros transtornos endócrinos transitórios do período neonatal
P72,Período Neonatal
P720,"Bócio neonatal, não classificado em outra parte"
P721,Hipotireoidismo neonatal transitório
P722,Outros transtornos transitórios da função de tireóide não classificados em outra parte
P728,Outros transtornos endócrinos transitórios e especificados do período neonatal
P729,Transtorno endócrino neonatal transitório não especificado
P74,Eletrolíticos
P74,Outros distúrbios eletrolíticos e metabólicos transitórios do período neonatal
P740,Acidose metabólica tardia do recém-nascido
P741,Desidratação do recém-nascido
P742,Distúrbios do equilíbrio de sódio do recém-nascido
P743,Distúrbios do equilíbrio de potássio do recém-nascido
P744,Outros distúrbios eletrolíticos transitórios do recém-nascido
P745,Tirosinemia transitória do recém-nascido
P748,Outros distúrbios metabólicos transitórios do recém-nascido
P749,Distúrbio metabólico transitório não especificado do recém-nascido
P75,Íleo
P75,Íleo meconial
P75,Íleo meconial
P75,Meconial
P76,Obstruções
P76,Outras obstruções intestinais do recém-nascido
P760,"Síndrome da ""rolha de mecônio"""
P761,Íleo transitório do recém-nascido
P762,Obstrução intestinal devido a leite espesso
P768,Outras obstruções intestinais especificadas do recém-nascido
P769,Obstrução intestinal não especificada do recém-nascido
P77,Enterocolite necrotizante do feto e do recém-nascido
P77,Enterocolite necrotizante do feto e do recém-nascido
P77,Necrotizante
P78,Digestivo
P78,Outros transtornos do aparelho digestivo do período perinatal
P780,Perfuração intestinal no período perinatal
P781,Outras peritonites neonatais
P782,Hematemese e melena devidas a deglutição de sangue materno
P783,Diarréia neonatal não-infecciosa
P788,Outros transtornos perinatais especificados do aparelho digestivo
P789,Transtorno perinatal não especificado do aparelho digestivo
P80,Hipotermia do recém-nascido
P80-P83,regulação
P80-P83,térmica
P800,Síndrome de lesão pelo frio
P808,Outras hipotermias do recém-nascido
P809,Hipotermia não especificada do recém-nascido
P81,Outros distúrbios da regulação térmica do recém-nascido
P81,Regulação Térmica
P810,Hipertermia ambiental do recém-nascido
P818,Outros distúrbios especificados da regulação térmica do recém-nascido
P819,Distúrbio não especificado da regulação térmica do recém-nascido
P83,Comprometendo
P83,Outras afecções comprometendo o tegumento específicas do feto e do recém-nascido
P83,Tegumento
P830,Esclerema neonatal
P831,Eritema tóxico neonatal
P832,Hidropsia fetal não-devida à doença hemolítica
P833,Outros edemas e os não especificados próprios do feto e do recém-nascido
P834,Intumescimento mamário do recém-nascido
P835,Hidrocele congênita
P836,Pólipo umbilical do recém-nascido
P838,Outras afecções especificadas do tegumento próprias do feto e do recém-nascido
P839,Afecção não especificada do tegumento própria do feto e do recém-nascido
P90,Convulsões do recém-nascido
P90,Convulsões do recém-nascido
P91,Função
P91,Outros distúrbios da função cerebral do recém-nascido
P910,Isquemia cerebral neonatal
P911,Cistos periventriculares adquiridos do recém-nascido
P912,Leucomalácia cerebral neonatal
P913,Irritabilidade cerebral neonatal
P914,Depressão cerebral neonatal
P915,Coma neonatal
P916,Encefalopatia hipóxico-isquêmica do recém-nascido
P918,Outros distúrbios especificados da função cerebral do recém-nascido
P919,Distúrbio não especificado da função cerebral do recém-nascido
P92,Problemas de alimentação do recém-nascido
P920,Vômitos no recém-nascido
P921,Regurgitação e ruminação no recém-nascido
P922,Alimentação vagarosa do recém-nascido
P923,Subalimentação do recém-nascido
P924,Hiperalimentação do recém-nascido
P925,Dificuldade neonatal na amamentação no peito
P928,Outros problemas de alimentação do recém-nascido
P929,Problema não especificado de alimentação do recém-nascido
P93,Administradas
P93,Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
P93,Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
P94,Tônus Muscular
P94,Transtornos do tônus muscular do recém-nascido
P940,Miastenia grave neonatal transitória
P941,Hipertonia congênita
P942,Hipotonia congênita
P948,Outros transtornos do tônus muscular do recém-nascido
P949,Transtorno não especificado do tônus muscular do recém-nascido
P95,Causa Não Especificada
P95,Morte fetal de causa não especificada
P95,Morte fetal de causa não especificada
P96,Originadas
P96,Outras afecções originadas no período perinatal
P96,Período Perinatal
P960,Insuficiência renal congênita
P961,Sintomas de abstinência neonatal de drogas utilizadas pela mãe
P962,Sintomas de abstinência do uso de drogas terapêuticas no recém-nascido
P963,Suturas cranianas amplas no recém-nascido
P964,"Interrupção de gravidez, afetando o feto e recém-nascido"
P965,Complicações de procedimentos intra-uterinos não classificados em outra parte
P968,Outras afecções especificadas originadas no período perinatal
P969,Afecções originadas no período perinatal não especificadas
Q00,Anencefalia e malformações similares
Q00,Malformações Similares
Q000,Anencefalia
Q001,Craniorraquisquise
Q002,Iniencefalia
Q01,Encefalocele
Q010,Encefalocele frontal
Q011,Encefalocele nasofrontal
Q012,Encefalocele occipital
Q018,Encefalocele de outras localizações
Q019,Encefalocele não especificada
Q02,Microcefalia
Q02,Microcefalia
Q03,Hidrocefalia congênita
Q030,Malformações do aqueduto de Sylvius
Q031,Atresia das fendas de Luschka e do forâmen de Magendie
Q038,Outra hidrocefalia congênita
Q039,Hidrocefalia congênita não especificada
Q04,Outras malformações congênitas do cérebro
Q040,Malformações congênitas do corpo caloso
Q041,Arrinencefalia
Q042,Holoprosencefalia
Q043,Outras deformidades por redução do encéfalo
Q044,Displasia do septo e das vias ópticas
Q045,Megalencefalia
Q046,Cistos cerebrais congênitos
Q048,Outras malformações congênitas especificadas do encéfalo
Q049,Malformação congênita não especificada do encéfalo
Q05,Bífida
Q05,Espermatocele
Q05,Espinha
Q05,Espinha bífida
Q050,Espinha bífida cervical com hidrocefalia
Q051,Espinha bífida torácica com hidrocefalia
Q052,Espinha bífida lombar com hidrocefalia
Q053,Espinha bífida sacra com hidrocefalia
Q054,"Espinha bífida não especificada, com hidrocefalia"
Q055,"Espinha bífida cervical, sem hidrocefalia"
Q056,"Espinha bífida torácica, sem hidrocefalia"
Q057,"Espinha bífida lombar, sem hidrocefalia"
Q058,"Espinha bífida sacra, sem hidrocefalia"
Q059,Espinha bífida não especificada
Q06,Outras malformações congênitas da medula espinhal
Q060,Amielia
Q061,Hipoplasia e displasia da medula espinal
Q062,Diastematomielia
Q063,Outras malformações congênitas da cauda eqüina
Q064,Hidromielia
Q068,Outras malformações congênitas especificadas da medula espinal
Q069,Malformação congênita não especificada da medula espinal
Q07,Outras malformações congênitas do sistema nervoso
Q070,Síndrome de Arnold-Chiari
Q078,Outras malformações congênitas especificadas do sistema nervoso
Q079,Malformação congênita não especificada do sistema nervoso
Q10,"Malformações congênitas das pálpebras, do aparelho lacrimal e da órbita"
Q10,Pálpebras
Q100,Ptose congênita
Q101,Ectrópio congênito
Q102,Entrópio congênito
Q103,Outras malformações congênitas das pálpebras
Q104,Ausência ou agenesia do aparelho lacrimal
Q105,Estenose ou estreitamento congênito do canal lacrimal
Q106,Outras malformações congênitas do aparelho lacrimal
Q107,Malformação congênita da órbita
Q11,Anoftalmia
Q11,"Anoftalmia, microftalmia e macroftalmia"
Q11,Macroftalmia
Q110,Olho cístico
Q111,Outras formas de anoftalmia
Q112,Microftalmia
Q113,Macroftalmia
Q12,Cristalino
Q12,Malformações congênitas do cristalino
Q120,Catarata congênita
Q121,Luxação congênita do cristalino
Q122,Coloboma do cristalino
Q123,Afaquia congênita
Q124,Esferofaquia
Q128,Outras malformações congênitas do cristalino
Q129,Malformação congênita não especificada do cristalino
Q13,Câmara
Q13,Malformações congênitas da câmara anterior do olho
Q130,Coloboma da íris
Q131,Ausência de íris
Q132,Outras malformações congênitas da íris
Q133,Opacidade congênita da córnea
Q134,Outras malformações congênitas da córnea
Q135,Esclerótica azul
Q138,Outras malformações congênitas da câmara anterior do olho
Q139,Malformação congênita não especificada da câmara anterior do olho
Q14,Malformações congênitas da câmara posterior do olho
Q140,Malformação congênita do humor vítreo
Q141,Malformação congênita da retina
Q142,Malformação congênita do disco óptico
Q143,Malformação congênita da coróide
Q148,Outras malformações congênitas da câmara posterior do olho
Q149,Malformação congênita não especificada da câmara posterior do olho
Q15,Outras malformações congênitas do olho
Q150,Glaucoma congênito
Q158,Outras malformações congênitas especificadas do olho
Q159,Malformação congênita não especificada do olho
Q16,Malformações congênitas do ouvido causando comprometimento da audição
Q160,Ausência congênita do pavilhão auricular [orelha]
Q161,"Ausência, atresia e estreitamento congênitos do conduto auditivo (externo)"
Q162,Ausência da trompa de Eustáquio
Q163,Malformação congênita dos ossículos do ouvido
Q164,Outras malformações congênitas do ouvido médio
Q165,Malformação congênita do ouvido interno
Q169,Malformação congênita do ouvido não especificada causando comprometimento da audição
Q17,Orelha
Q17,Outras malformações congênitas da orelha
Q170,Pavilhão supranumerário
Q171,Macrotia
Q172,Microtia
Q173,Outras deformidades da orelha
Q174,Anomalia de posição da orelha
Q175,Orelhas proeminentes
Q178,Outras malformações congênitas especificadas da orelha
Q179,Malformação congênita não especificada da orelha
Q18,Face
Q18,Outras malformações congênitas da face e do pescoço
Q180,"Seio, fístula e cisto de origem branquial"
Q181,"Seio, fístula e cisto pré-auricular"
Q182,Outras malformações da fenda branquial
Q183,Pescoço alado
Q184,Macrostomia
Q185,Microstomia
Q186,Macroqueilia
Q187,Microqueilia
Q188,Outras malformações congênitas especificadas da face e do pescoço
Q189,Malformação congênita não especificada da face e do pescoço
Q20,Câmaras
Q20,Comunicações Cardíacas
Q20,Malformações
Q20,Malformações congênitas das câmaras e das comunicações cardíacas
Q200,Tronco arterial comum
Q201,Ventrículo direito com dupla via de saída
Q202,Ventrículo esquerdo com dupla via de saída
Q203,Comunicação ventrículo-atrial discordante
Q204,Ventrículo com dupla via de entrada
Q205,Comunicação átrio-ventricular discordante
Q206,Isomerismo dos apêndices atriais
Q208,Outras malformações congênitas das câmaras e das comunicações cardíacas
Q209,Malformação congênita não especificada das câmaras e das comunicações cardíacas
Q21,Malformações congênitas dos septos cardíacos
Q21,Septos Cardíacos
Q210,Comunicação interventricular
Q211,Comunicação interatrial
Q212,Comunicação atrioventricular
Q213,Tetralogia de Fallot
Q214,Comunicação aortopulmonar
Q218,Outras malformações congênitas dos septos cardíacos
Q219,Malformação congênita não especificada de septo cardíaco
Q22,Malformações congênitas das valvas pulmonar e tricúspide
Q220,Atresia da valva pulmonar
Q221,Estenose congênita da valva pulmonar
Q222,Insuficiência congênita da valva pulmonar
Q223,Outras malformações congênitas da valva pulmonar
Q224,Estenose congênita da valva tricúspide
Q225,Anomalia de Ebstein
Q226,Síndrome do coração direito hipoplásico
Q228,Outras malformações congênitas da valva tricúspide
Q229,Malformação congênita não especificada da valva tricúspide
Q23,Malformações congênitas das valvas aórtica e mitral
Q23,Valvas
Q230,Estenose congênita da valva aórtica
Q231,Insuficiência congênita da valva aórtica
Q232,Estenose mitral congênita
Q233,Insuficiência mitral congênita
Q234,Síndrome do coração esquerdo hipoplásico
Q238,Outras malformações congênitas das valvas aórtica e mitral
Q239,Malformação congênita não especificada das valvas aórtica e mitral
Q24,Outras malformações congênitas do coração
Q240,Dextrocardia
Q241,Levocardia
Q242,Cor triatriatum
Q243,Estenose do infundíbulo pulmonar
Q244,Estenose subaórtica congênita
Q245,Malformações dos vasos coronários
Q246,Bloqueio congênito do coração
Q248,Outras malformações congênitas especificadas do coração
Q249,Malformação não especificada do coração
Q25,Grandes Artérias
Q25,Malformações Congênitas
Q25,Malformações congênitas das grandes artérias
Q250,Permeabilidade do canal arterial
Q251,Coartação da aorta
Q252,Atresia da aorta
Q253,Estenose da aorta
Q254,Outras malformações congênitas da aorta
Q255,Atresia da artéria pulmonar
Q256,Estenose da artéria pulmonar
Q257,Outras malformações congênitas da artéria pulmonar
Q258,Outras malformações congênitas das grandes artérias
Q259,Malformação congênita não especificada das grandes artérias
Q26,Grandes Veias
Q26,Malformações congênitas das grandes veias
Q260,Estenose congênita da veia cava
Q261,Persistência da veia cava superior esquerda
Q262,Comunicação venosa pulmonar anormal total
Q263,Comunicação venosa pulmonar anormal parcial
Q264,Comunicação venosa pulmonar anormal não especificado
Q265,Comunicação venosa portal anormal
Q266,Fístula entre a veia porta e a artéria hepática
Q268,Outras malformações congênitas das grandes veias
Q269,Malformação congênita não especificada de grande veia
Q27,Outras malformações congênitas do sistema vascular periférico
Q27,Sistema Vascular Periférico
Q270,Ausência congênita e hipoplasia da artéria umbilical
Q271,Estenose congênita da artéria renal
Q272,Outras malformações congênitas da artéria renal
Q273,Malformação artério-venosa periférica
Q274,Ectasia venosa (flebectasia) congênita
Q278,Outras malformações congênitas especificadas do sistema vascular periférico
Q279,Malformação congênita não especificada do sistema vascular periférico
Q28,Outras malformações congênitas do aparelho circulatório
Q280,Malformação arteriovenosa de vasos pré-cerebrais
Q281,Outras malformações dos vasos pré-cerebrais
Q282,Malformação arteriovenosa dos vasos cerebrais
Q283,Outras malformações dos vasos cerebrais
Q288,Outras malformações congênitas especificadas do aparelho circulatório
Q289,Malformação congênita não especificada do aparelho circulatório
Q30,Malformação Congênita
Q30,Malformação congênita do nariz
Q30,Nariz
Q300,Atresia das coanas
Q301,Agenesia ou hipoplasia do nariz
Q302,"Fissura, entalhe ou fenda nasal"
Q303,Perfuração congênita do septo nasal
Q308,Outras malformações congênitas do nariz
Q309,Malformação congênita não especificada do nariz
Q31,Malformações congênitas da laringe
Q310,Pterígio da laringe
Q311,Estenose subglótica congênita
Q312,Hipoplasia da laringe
Q313,Laringocele
Q315,Laringomalácia congênita
Q318,Outras malformações congênitas da laringe
Q319,Malformação congênita não especificada da laringe
Q32,Brônquios
Q32,Malformações congênitas da traquéia e dos brônquios
Q32,Traquéia
Q320,Traqueomalácia congênita
Q321,Outras malformações congênitas da traquéia
Q322,Broncomalácia congênita
Q323,Estenose congênita dos brônquios
Q324,Outras malformações congênitas dos brônquios
Q33,Malformações congênitas do pulmão
Q330,Pulmão cístico congênito
Q331,Lobo pulmonar supranumerário
Q332,Seqüestro pulmonar
Q333,Agenesia do pulmão
Q334,Bronquectasia congênita
Q335,Tecido ectópico intrapulmonar
Q336,Hipoplasia e displasia do pulmão
Q338,Outras malformações congênitas do pulmão
Q339,Malformação congênita não especificada do pulmão
Q34,Outras malformações congênitas do aparelho respiratório
Q340,Anomalia da pleura
Q341,Cisto congênito do mediastino
Q348,Outras malformações congênitas especificadas do aparelho respiratório
Q349,Malformação congênita não especificada do aparelho respiratório
Q35,Fenda palatina
Q35,Palatina
Q351,Fenda do palato duro
Q353,Fenda do palato mole
Q355,Fenda do palato duro com fenda do palato mole
Q357,Fenda da úvula
Q359,Fenda palatina não especificada
Q36,Fenda
Q36,Fenda labial
Q36,Labial
Q360,Fenda labial bilateral
Q361,Fenda labial mediana
Q369,Fenda labial unilateral
Q37,Fenda labial com fenda palatina
Q370,Fenda do palato duro com fenda labial bilateral
Q371,Fenda do palato duro com fenda labial unilateral
Q372,Fenda do palato mole com fenda labial bilateral
Q373,Fenda do palato mole com fenda labial unilateral
Q374,Fenda dos palatos duro e mole com fenda labial bilateral
Q375,Fenda dos palatos duro e mole com fenda labial unilateral
Q378,"Fenda do palato com fenda labial bilateral, não especificada"
Q379,"Fenda do palato com fenda labial unilateral, não especificada"
Q38,"Outras malformações congênitas da língua, da boca e da faringe"
Q380,"Malformações congênitas dos lábios, não classificadas em outra parte"
Q381,Anquiloglossia
Q382,Macroglossia
Q383,Outras malformações congênitas da língua
Q384,Malformações congênitas das glândulas e dutos salivares
Q385,Malformações congênitas do palato não classificadas em outra parte
Q386,Outras malformações congênitas da boca
Q387,Bolsa faríngea
Q388,Outras malformações congênitas da faringe
Q39,Esôfago
Q39,Malformações congênitas do esôfago
Q390,"Atresia de esôfago, sem fístula"
Q391,"Atresia de esôfago, com fístula traqueoesofágica"
Q392,"Fístula traqueoesofágica congênita, sem atresia"
Q393,Estenose congênita e estreitamento congênito do esôfago
Q394,Pterígio do esôfago
Q395,Dilatação congênita do esôfago
Q396,Divertículo do esôfago
Q398,Outras malformações congênitas do esôfago
Q399,Malformação congênita não especificada do esôfago
Q40,Outras malformações congênitas do trato digestivo superior
Q40,Trato
Q400,Estenose hipertrófica congênita do piloro
Q401,Hérnia congênita de hiato
Q402,Outras malformações congênitas especificadas do estômago
Q403,Malformação congênita não especificada do estômago
Q408,Outras malformações congênitas especificadas do trato digestivo superior
Q409,Malformação congênita não especificada do trato digestivo superior
Q41,"Ausência, atresia e estenose congênita do intestino delgado"
Q410,"Ausência, atresia e estenose congênita do duodeno"
Q411,"Ausência, atresia e estenose congênita do jejuno"
Q412,"Ausência, atresia e estenose congênita do íleo"
Q418,"Ausência, atresia e estenose congênita de outras partes especificadas do intestino delgado"
Q419,"Ausência, atresia e estenose congênita do intestino delgado, sem especificação de localização"
Q42,Atresia
Q42,"Ausência, atresia e estenose congênita do cólon"
Q420,"Ausência, atresia e estenose congênita do reto, com fístula"
Q421,"Ausência, atresia e estenose congênita do reto, sem fístula"
Q422,"Ausência, atresia e estenose congênita do ânus, com fístula"
Q423,"Ausência, atresia e estenose congênita do ânus, sem fístula"
Q428,"Ausência, atresia e estenose congênita de outras partes do cólon (intestino grosso)"
Q429,"Ausência, atresia e estenose congênita de partes não especificadas do cólon (intestino grosso)"
Q43,Outras malformações congênitas do intestino
Q430,Divertículo de Meckel
Q431,Doença de Hirschsprung
Q432,Outros transtornos funcionais congênitos do cólon
Q433,Malformações congênitas da fixação do intestino
Q434,Duplicação do intestino
Q435,Ânus ectópico
Q436,Fístula congênita do reto e do ânus
Q437,Persistência de cloaca
Q438,Outras malformações congênitas especificadas do intestino
Q439,Malformação congênita não especificada do intestino
Q44,"Malformações congênitas da vesícula biliar, das vias biliares e do fígado"
Q440,"Agenesia, aplasia e hipoplasia da vesícula biliar"
Q441,Outras malformações congênitas da vesícula biliar
Q442,Atresia das vias biliares
Q443,Estenose e estreitamento congênitos das vias biliares
Q444,Cisto do colédoco
Q445,Outras malformações congênitas das vias biliares
Q446,Doença cística do fígado
Q447,Outras malformações congênitas do fígado
Q45,Outras malformações congênitas do aparelho digestivo
Q450,"Agenesia, aplasia e hipoplasia do pâncreas"
Q451,Pâncreas anular
Q452,Cisto pancreático congênito
Q453,Outras malformações congênitas do pâncreas e do duto pancreático
